"base_id";"activity";"client";"contract";"type_of_service";"status";"order_num";"first_point";"second_point";"speed";"vlan_id";"switchboard_first_point";"switch_port_first_point";"port_settings_first_point";"switchboard_second_point";"switch_port_second_point";"port_settings_second_point";"subnets";"router";"interface";"auto_network";"end_client";"last_mile";"id_servicepipe";"comment";"responsible_department"
3259;"55251, 58253 расформирование";"ООО Т1КЛАУД";"";"Предоставление канала связи";"Отключен";"";"г. Москва, ул. Чермянская, д. 4, стр. 1";"г. Зеленоград, ул. Конструктора Лукина, д. 14 А";"2 Гбит/с";"1638";"X61-CHERMYANKA";"Eth-Trunk12";"description VPLS_RNPK_DEAL55081  port link-type hybrid  port hybrid pvid vlan 1347  port hybrid tagged vlan 1638  port hybrid untagged vlan 1347  mode lacp";"X95-M9";"XGigabitEthernet0/0/22";"description VPLS_RNPK_DEAL51642  port link-type trunk  undo port trunk allow-pass vlan 1  port trunk allow-pass vlan 1347 1638";"";"";"";"";"";"ОПМ - МТС (договора нет) ";"";"";"СПД"
3258;"54814";"ЦХД";"Договор №ТБ-УС-059/25";"Предоставление доступа в интернет";"Эксплуатация";"БЗ 009";"г. Москва, Варшавское ш., 125, стр. 16";"";"1,5 Гбит/с";"2283;2284;2285;2286";"HP5800-2-VARSH125S16";"Ten-GigabitEthernet1/1/1 Ten-GigabitEthernet1/1/4";"interface Ten-GigabitEthernet1/1/4 port link-mode bridge description BGP_CHD_DEAL54814 port link-type trunk undo port trunk permit vlan 1 port trunk permit vlan 2283 2285 storm-constrain broadcast pps 100 80 storm-constrain control block  interface Ten-GigabitEthernet1/1/1 port link-mode bridge description BGP_CHD_DEAL54814 port link-type trunk undo port trunk permit vlan 1 port trunk permit vlan 2284 2286 storm-constrain broadcast pps 100 80 storm-constrain control block";"";"";"";"R1-TB-M9 - 10.77.0.72/30 10.77.0.80/30; R1-TB-BOROVAYA - 10.77.0.52/30 10.77.0.76/30";"R1-TB-M9 R1-TB-BOROVAYA";"R1-TB-M9 ae0.2283 ae0.2285 R1-TB-BOROVAYA ae0.2284 ae0.2286";"AS43740";"";"";"";"";"СПД"
3257;"53189";"ООО КОРПОРАТИВНОЕ ПИТАНИЕ";"";"Предоставление доступа в интернет";"Эксплуатация";"";"г. Москва, Зубовский бульвар, 4 с. 1";"";"100 Мбит/с";"2316";"H3C3100-1-ZUBOVSKIY4S1";"GigabitEthernet1/0/26";"interface GigabitEthernet1/0/26 description DIA_KORPPIT_DEAL52189 port access vlan 2316 storm-constrain broadcast pps 100 80 storm-constrain control block";"";"";"";"185.79.119.220";"R1-TB-M9";"ae0.2316";"";"";"";"";"";"СПД"
3256;"47812";"ПАО ""МОСКОВСКАЯ БИРЖА""";"-";"Предоставление канала связи";"Эксплуатация";"-";"г. Москва, ул. Коровинское шоссе, д. 37";"";"1 Gb";"1088";"X62-KOROVA";"XGigabitEthernet0/0/33";"description L3VPN_MOEX_DEAL47812  port link-type access  port default vlan 1088";"";"";"";"10.195.6.254/30";"R1-TB-M9";"ae0.1088";"48009";"";"";"";"";"СПД"
3255;"54613";"ТД АЙСБЕРРИ";"Договор № ТБ-УС-161/25";"Предоставление доступа в интернет";"Эксплуатация";"БЗ 001";"HSW5331-1-NIZHGOR32A";"";"500 Мбит/с";"3745";"HSW5331-1-NIZHGOR32A";"GigabitEthernet 0/0/1";"interface GigabitEthernet0/0/1 description DIA_ICEBERRY_DEAL54613 port link-type access port default vlan 3745 storm-control broadcast min-rate 80 max-rate 100 storm-control interval 15 storm-control action error-down storm-control enable trap storm-control enable log";"";"";"";"185.79.117.236/30";"R1-TB-M9";"ae.3745";"";"";"";"";"";"СПД"
3254;"55307";"НАО ""КОМПАНИЯ ТРАНСТЕЛЕКОМ""";"Дог. №ТБ-УС/09-13";"Предоставление канала связи";"Эксплуатация";"Заказ  260";"г. Москва, ул. Бутлерова, д. 7";"г. Москва, ул. Чермянская, д. 4 стр. 1";"10 Мбит/с";"3744";"Leo-m9";"xe-0/2/3";"+vlan-id 3744; +family ccc; +interface xe-0/2/3.3744; +virtual-circuit-id 3744; + description L2_TTK_DEAL55307; + mtu 1600;";"X61-CHERMYANKA";"XGE0/0/26";" port link-type access  port default vlan 3744";"";"";"";"";"";"";"";"";"СПД"
3253;"54941";" АЛЬФА-БАНК АО";"ДОГОВОР № ТБ-УC-66/22";"Предоставление канала связи";"Эксплуатация ";"БЗ 004";"Москва, ул. Рябиновая, д. 53, стр. 4";"";"200Мбит/с";"1597";"HSW5331-1-RYABINOVAYA53";"GigabitEthernet0/0/3";"interface GigabitEthernet0/0/3 description L3VPN_ALFA_DEAL54941 port link-type access port default vlan 1597 storm-control broadcast min-rate 80 max-rate 100 storm-control interval 15 storm-control action error-down storm-control enable trap storm-control enable log";"";"";"";"10.195.6.100/30";"R1-TB-M9";"ae0.1597";"";"";"";"";"L3VPN до Московской Биржи";"СПД"
3252;"55306";"НАО ""КОМПАНИЯ ТРАНСТЕЛЕКОМ""";"Дог. №ТБ-УС/09-13";"Предоставление канала связи";"Эксплуатация";"Заказ 259";"г. Москва, Волгоградский проспект, д. 42, к. 9";"г. Москва, ул. Бутлерова, д. 7";"10 Мбит/с";"2713 ";"X42-VOLGOGRPRT42K9";"XGE0/0/30";"port link-type access  port default vlan 2713";"Leo-m9";"xe-0/2/3";"+ vlan-id 2713; + family ccc;+ virtual-circuit-id 2713";"";"";"";"";"";"";"";"";"СПД"
3251;"55445";"АБН ООО";"Дог. №ТБ-УС/41-18";"Предоставление канала связи";"Эксплуатация ";"БЗ 005";"г. Москва, ул. Сущевский Вал, д. 26";"г. Москва, Варшавское шоссе, д. 125, стр. 16";"100 Мбит/с";"2094; 2915";"X7-M10";"XGE1/1/3";"service-instance 2094; service-instance 2915";"HP5500-1-VARSH125S16";"GE1/0/13";"port link-type trunk undo port trunk permit vlan 1 port trunk permit vlan 2094 2915";"";"";"";"";"";"";"";"";"СПД"
3249;"55086, 58545 добавление влана";"ООО ""СЕРВИОНИКА""";"Дог. №ТБ-УС/06-14";"Предоставление канала связи";"Эксплуатация";"БЗ 030";"г. Москва, ул. Краснопролетарская, д. 16, стр. 1";"г. Москва, Варшавское шоссе, д. 125, стр. 16";"500 Мбит/с ";"2236;2279";"HSW5720-KRASNOPROLETARSKAYA16S1";"GigabitEthernet0/0/1";"description L2_SERVIONIKA_DEAL55086  port link-type trunk  undo port trunk allow-pass vlan 1  port trunk allow-pass vlan 2236";"HP5800-1-VARSH125S16";"GigabitEthernet1/0/9";" port link-mode bridge  description L2_SERVIONIKA_DEAL55086  port link-type trunk  undo port trunk permit vlan 1  port trunk permit vlan 2236";"";"";"";"";"";"";"";"2 Влана идут параллельно, общая полоса 500Мб, поделена на 400Мб для 2236 и 100Мб для 2279";"СПД"
3248;"53842";"Инфосекьюрити";"Дог. №ТБ-УС/56-15";"Предоставление доступа в интернет";"Эксплуатация";"БЗ 003";"г.Москва, Преображенская площадь, 8 (БЦ ПРЕО – 8)";"";"100 Мбит/с";"3259";"HSW2350-PREOBRAZHENSKAYA8";"Ethernet0/0/2";"description DIA_INFOSECURITI_DEAL53842  port link-type access  port default vlan 3259  stp bpdu-filter enable  stp edged-port enable  storm-control broadcast min-rate 80 max-rate 100  storm-control interval 15  storm-control action error-down  storm-control enable trap  storm-control enable log";"";"";"";"91.194.213.232/30";"R1-TB-M9";"ae0.3259";"";"";"";"";"";"СПД"
3247;"55224";"ПМБК";"договор тб-ус-14-16";"Предоставление доступа в интернет";"Эксплуатация";"БЗ 029";"Москва, ул. Авиамоторная, 69";"";"50 Мбит/с";"1555";"HSW5320-1-AVIAMOTORNAYA69";"GigabitEthernet0/0/28";"interface GigabitEthernet0/0/28 description DIA_PMBK_DEAL55224 port link-type access port default vlan 1555 stp bpdu-filter enable stp edged-port enable storm-control broadcast min-rate 80 max-rate 100 storm-control interval 15 storm-control action error-down storm-control enable trap storm-control enable log";"";"";"";"185.79.117.196/30";"R1-TB-M9";"ae0.1555";"";"";"";"";"";"СПД"
3246;"54994";"КОРПОРАТИВНЫЙ ЦЕНТР ИКС 5 ПАО";"";"Предоставление канала связи";"Эксплуатация";"";"г. Москва, ул. Подольских Курсантов, д.15Б, стр. 1";"";"40 Гбит/с";"2154";"CORE-SW-PODKURSANTOV";"100GE1/0/11";"description L2_X5_DEAL54994_for_SP  port link-type trunk  undo port trunk allow-pass vlan 1  port trunk allow-pass vlan 2154  device transceiver 40GBASE-FIBER";"X92-M9";"interface Eth-Trunk2";"description CSW3-SP-M9_ET7 port link-type trunk undo port trunk allow-pass vlan 1 port trunk allow-pass vlan 2154 mode lacp";"";"";"";"";"";"";"";"Канал L2 в СП, совместно с сделками 54998(ТБ) и 54993(СП), 54992(СП) ";"СПД"
3245;"54908";"КОРПОРАТИВНЫЙ ЦЕНТР ИКС 5 ПАО";"-";"Предоставление канала связи";"Эксплуатация";"-";"г. Москва, ул. Подольских Курсантов, д.15Б, стр. 1";"";"10 Гбит/с";"2449";"X44-1-PODKURSANTOV15B";"XGigabitEthernet1/0/18";"description L2_X5_DEAL54908_for_SP  port link-type trunk  undo port trunk allow-pass vlan 1  port trunk allow-pass vlan 2449";"X92-M9";"interface Eth-Trunk2";"description CSW3-SP-M9_ET7 port link-type trunk undo port trunk allow-pass vlan 1 port trunk allow-pass vlan 2449 mode lacp";"";"";"";"";"";"";"";"Канал L2 в СП, совместно с сделками 54994(ТБ) и 54993(СП), 54992(СП) ";"СПД"
3243;"53426 // 52508 две задачи на включение с резервом";"АО ""ЦХД""";"Договор №ТБ-УС-059/25";"L3VPN";"Эксплуатация";"БЗ 005";"г. Москва, Варшавское шоссе, д. 125 стр. 16";"Чермянский проезд, д. 4 с.1";"3 Гбит/с";"3367;3494;3590";"X97-VARSH125S16";" XGE0/0/20; XGE1/0/20";"port link-type access  port default vlan 3367 3494  storm-control broadcast min-rate 80 max-rate 100  storm-control interval 15  storm-control action error-down  storm-control enable trap  storm-control enable log";"X61-CHERMYANKA";"Eth-Trunk13(XGigabitEthernet0/0/30; XGigabitEthernet1/0/30)";"port link-type access  port default vlan 3590  mode lacp";"198.18.34.1/30;10.168.224.68/29;198.18.34.5/30";"R1-TB-M9; R1-TB-BOROVAYA";"ae0.3367 (R1-TB-M9); ae0.3494 (R1-TB-BOROVAYA); ae0.3590 (VRRP)";"";"";"";"";"3367;3494 - BGP // 3590 - VRRP";"СПД"
3242;"Cluster of Servers";"";"";"";"";"";"";"";"";"3030";"";"";"";"";"";"";"";"";"";"";"";"";"";"VLAN для сервера L2";"СПД"
3241;"50056 / 53678";"ООО ""ИДС БОРЖОМИ""";"";"Предоставление канала связи";"Активна ";"";"г. Москва, Волгоградский проспект, дом 42, корп.9";"г. Новосибирск, Бердское шоссе, 510";"1 Гбит/с";"2328;1728";"HSW5130-1-VOLGOGRADSKIY42K9";"Bridge-Aggregation 5";"interface Bridge-Aggregation5  description VPLS_BORJOMI_DEAL50056  port access vlan 2328  qinq enable  link-aggregation mode dynamic";"HSW5731-1-M9";"XGigabitEthernet0/0/3";"interface XGigabitEthernet0/0/3  description HYBRID-WILEND  port link-type trunk  undo port trunk allow-pass vlan 1  port trunk allow-pass vlan 1728";"";"";"";"";"";"";"";"Канал VPLS. ОПМ Наука связь + Виленд. Порт науки  X95-M9 XGE0/0/24";"СПД"
3240;"54805";"ПАО ""РОСТЕЛЕКОМ""";"Договор № 10087906";"Предоставление канала связи";"Эксплуатация";"Заказ 302";"г. Москва, ул. Бутлерова, д. 7";"г. Москва, пр. Чермянский, д. 5А, стр. 1";"2 Gb";"3066";"X10-M9";"XGigabitEthernet0/0/26";"description TRUNK_RTL_2884_""M7-ASW4_xe-8/0/1"" port link-type trunk undo port trunk allow-pass vlan 1 port trunk allow-pass vlan 3066 traffic-policy XGE0/0/26 inbound traffic-policy XGE0/0/26 outbound";"X77-CHERMYANSKIY5A1";"XGigabitEthernet0/0/14";"description L2_RTK_DEAL54805 port link-type access port default vlan 3066";"";"";"";"";"";"";"";"";"СПД"
3239;"54876";"ООО ЦВЕТОЧНЫЙ АЛЬЯНС";"";"Предоставление доступа в интернет";"Эксплуатация";"";"г. Москва, ул. Рябиновая, д. 53, стр. 4";"";"100 Mb";"2298";"X70-RYABINOVAYA53";"XGigabitEthernet0/0/9";"description DIA_CVETOCH-ALLIANCE_DEAL54876 port link-type trunk undo port trunk allow-pass vlan 1 port trunk allow-pass vlan 2298 storm-control broadcast min-rate 80 max-rate 100 storm-control interval 15 storm-control action error-down storm-control enable trap storm-control enable log";"";"";"";"193.32.190.124/30";"R1-TB-M9";"ae0.2298";"";"";"";"";"";"СПД"
3238;"53738";"ООО ""ДАТАФОРТ""";"";"Предоставление канала связи";"Эксплуатация";"";"г.Москва, Ленинградский проспект, д. 31А, 20 Этаж (БЦ Монарх)";"г.Москва, 1-я Останкинская ул., д.1, стр. 1";"1 Gb";"1386";"HSW5320-1OSTANKINSKAYA1S1";"GigabitEthernet 0/0/8";"description L2_DATAFORT_DEAL53738 port link-type access port default vlan 1386";"HSW5700-1-LENINGRADSKYPRSPK31A";"GigabitEthernet 0/0/1";"description L2_DATAFORT_DEAL53738 port link-type access port default vlan 1386";"";"";"";"";"";"";"";"";"СПД"
3237;"51877";"ООО Т1КЛАУД";"";"Предоставление ОВ в аренду";"Активна ";"";"г. Москва, Чермянский проезд, д.5Ас1 (Автозал 34Н13 ряд К стойка 080)";"г. Москва, ул. Энтузиастов, дом 5, корп. 6";"";"";"HSW5331-1-KOMPRESSOR-AO25";"GE1/0/2";"MGMT";"";"";"";"10.110.234.227 - MUX 1 ;  10.110.234.228 - MUX 2";"";"";"";"";"";"";"Предоставляем 2 ОВ в аренду. Наш MGMT осуществляется через свич HSW5331-1-KOMPRESSOR-AO25 в VLAN 4082. https://wiki-dev.cirex.ru/spaces/NOC/pages/56165660/3.+DWDM+ООО+Т1КЛАУД - Схема реализации ";"СПД"
3236;"54880 // 51789";"СБКЛАУД";"Договор № ТБ-УС/36-18";"Предоставление доступа в интернет";"Эксплуатация";"БЗ 034";"г. Москва, Варшавское ш. 125 стр. 16";"";"100 Мбит/с";"3456";"X97-VARSH125S16";"XGigabitEthernet0/0/22";"interface XGigabitEthernet0/0/22 description DIA_SBCLOUD_DEAL54880 port link-type access port default vlan 3456 storm-control broadcast min-rate 80 max-rate 100 storm-control interval 15 storm-control action error-down storm-control enable trap storm-control enable log";"";"";"";"185.79.117.192/30";"R1-TB-M9";"ae0.3456";"";"";"";"";"";"СПД"
3235;"52403";"АО ""СТС""";"ДОГОВОР № ТБ-УС-122/25";"Предоставление доступа в интернет";"Эксплуатация";"БЗ 002";"г. Москва, ул. Правды, д.15 стр.2, серверная";"";"4 Гбит/с";"3237";"HSW5720-1-PRAVDI15";"Eth-Trunk1";"description BGP_STS_DEAL52403  port link-type access  port default vlan 3237  mode lacp";"";"";"";"86.110.216.56/31";"R1-TB-M9";"ae0.3237";"AS207692";"";"";"";"";"СПД"
3234;"54409";"1С-Софт ООО";"";"Предоставление доступа в интернет";"Эксплуатация";"";"г.Москва, ул. Чермянская, д. 4, стр.1";"";"4 Gb";"3430;3431";"X43-CHERMYANSKAYA4S1";"XGigabitEthernet 0/0/10";"description BGP_1C_SOFT_DEAL54409 port link-type access port default vlan 3430 storm-control broadcast min-rate 80 max-rate 100 storm-control interval 15 storm-control action error-down storm-control enable trap storm-control enable log";"X25-KOROVA-NORD4";"Ten-GigabitEthernet 1/0/40";"description BGP_1C_SOFT_DEAL54409 port access vlan 3431 storm-constrain broadcast pps 100 80 storm-constrain control block service-instance 3431  encapsulation s-vid 3431";"10.77.0.68/31;10.77.0.70/31";"R1-TB-M9;R1-TB-BOROVAYA";"ae0.3430;ae0.3431";"AS64580";"";"";"";"";"СПД"
3233;"54187";"СИМ ТЕЛЕКОМ";"Договор № ТБ-УС-145/23";"Предоставление канала связи";"Эксплуатация";"БЗ 005";"г. Москва, Бутлерова, д. 7";"г. Москва, ул. 8 марта д. 10с2";"5 Мбит/с";"3425";"X10-M9";"XGigabitEthernet 0/0/48";"interface XGigabitEthernet0/0/48 description MEGAFON-TRUNK_xconnect2030 port link-type trunk undo port trunk allow-pass vlan 1 port trunk allow-pass vlan 12 883 984 1043 1174 1190 1631 1706 to 1707 1721 1872 port trunk allow-pass vlan 2407 2861 2980 3393 3399 to 3400 3425 3890";"HSW5720-1-8MARTA10";"GigabitEthernet 0/0/5";"interface GigabitEthernet0/0/5 description L2_SIMTELECOM_DEAL53166 port link-type trunk undo port trunk allow-pass vlan 1 port trunk allow-pass vlan 3393 3399 to 3400 3425";"";"";"";"";"";"";"";"";"СПД"
